"","commit_hash","commit_message","fix","classification","contains_bug","ns","nd","nf","entrophy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","glm_probability","name","commit_words","bayesian_score","spam_ham","jacob","charles"
"731","8be327e03a9634a4b64c4a0589c8be9724845ba0","Minor prefs dialog changesgit-svn-id: http://svn.dmdirc.com/trunk@1750 00569f92-eb28-0410-84fd-f71c24880f43n","False","None","t",1,1,2,0.830189971418044,94,28,132,3,1.44499421296296,2,2112.5,0.673011073509682,2071,0,"DMDirc",17,0.990066314983,"spam","True","False"
"1751","8beeab2520224190a3bcab52ec340191f0511426","Check recursively the type aliases. Closes #2650. Review by dragos.git-svn-id: https://lampsvn.epfl.ch/svn-repos/scala/scala/trunk@20745 5e8d7ff9-d8ef-0310-90f0-a4852d11357an","False","None","f",2,3,6,2.36850952467765,33,1,37.6666666666667,15,0.487337962962963,12,188.5,1.34199401510474,127,0,"scala-before-git",26,0.800873061513,"ham","False","False"
"1410","8bf4cedcf850e27fba915fa9a94d589d23370154","* a better fix for [ 1686486 ] ProcessDialog truncates display of log","True","Corrective","t",1,1,1,0,6,1,455,9,0.0759375,10,3843,14.1687242798354,201,0,"adempiere",7,0.598639172576,"ham","True","False"
"681","8c1079de200861a3ff4221f00e09d876b25ca390","Big Big Big Update:Moved non-HTTP testing functionality from HTTPTest in to TestObject for reuse, HTTPTest now inherits from TestObject.nnCreated DAVTest, an object for WebDAV and CalDAV testing which inherits form HTTPTest.nThe DAVTest object has a magic method that removed the necessity of those huge nested if statements in all my cosmo REPORTS tests.nnPorted cosmo_timerangequery.py to DAVTest.nAdded bkirsh's new tests to cosmo_timerangequery.py, last 3 are blocked by known bug.nnngit-svn-id: http://svn.osafoundation.org/server/cosmo/trunk@1759 5fd0b11a-f2f7-0310-948e-c8f80ebed640n","False","None","t",1,2,13,2.60170396527823,548,167,36,9,0.333392094017094,10,120,1.17155383111705,126,0,"cosmo",67,0.756032882322,"ham","False","False"
"2591","8cf94f6c7e8a49f893b1c66ca59346f2d0c7219a","MOTECH-535, MOTECH-540: replaced RepeatingSchedulableJob with CronSchedulableJob since it is insufficient for scheduling start-end days and fixed some EventKeys inconsistencies (both identified in discussion with Ricky).","False","None","t",2,3,3,0.870934855776008,43,27,157,7,3.1592399691358,15,328,1.16680703792262,20,0,"motech-server-pillreminder-0",18,0.328214003647,"ham","False","False"
"1281","8d29205cbd381e32fb937c4e98c20facce2e918a","Bug 30635: getLastCellNum return last cell num + 1. Made this clear in javadoc.git-svn-id: https://svn.apache.org/repos/asf/jakarta/poi/trunk@442183 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","t",1,2,2,0.970950594454669,5,5,498.5,11,133.861400462963,33,689.5,1.00385825392823,689,0,"poi",28,0.350004604762,"ham","False","False"
"1141","8e55eac96d768a4de68a091f57487deadf6d0a87","Bring the test transport's restore code into lineIt now reconstructs the backup data stream as it was originally structured, nonlonger assuming that its backed-up records can simply be concatenated into thendestination stream.n","False","Preventative","t",1,1,1,0,15,21,188,33,2.88282407407407,2,106,1.34688207615346,69,0,"cinder_base",21,0.0376868432634,"ham","False","False"
"1001","8e79a17b2f22e794d20bd042c456914482e46f0e","OS X fsb popup fixgit-svn-id: svn+ssh://svn.code.sf.net/p/jedit/svn/jEdit/trunk@4407 6b1eeb88-9816-0410-afa2-b43733a0f04en","True","Corrective","t",3,7,15,3.28455459178102,178,80,884.533333333333,13,49.6674783950617,3828,16553,1.09246721791134,9989,0,"jEdit",24,0.87881098768,"spam","False","False"
"3291","8f41a441f19945aa6db45dcad769bd1c238dde1f","Added getViewURL(), getURL(), getURL()git-svn-id: https://svn.apache.org/repos/asf/incubator/jspwiki/trunk@623749 13f79535-47bb-0310-9956-ffa450edef68n","False","Feature Addition","t",1,1,1,0,25,0,300,2,3.00746527777778,19,4539,1.33250591698897,3361,0,"jspwiki",22,0.906608439811,"spam","False","False"
"3421","8fcf7d2a23d1ef688868a832bfeb5cd8e110cbc5","fixed lang. top-level unlimited problem and added tests for itgit-svn-id: http://svn.unidata.ucar.edu/repos/netcdf/trunk@892 2e3060e4-1ed8-cf1f-9cc2-9586e844a556n","True","Corrective","t",2,4,10,2.13002376839019,178,7,90.1,3,49.3024537037037,19,560.5,1.02384555796592,42,0,"netcdf-mirror",24,0.596059407532,"ham","False","False"
"2131","9129bd0501ff13a6022b4d53e4ca9483072a9e3d","JBRULES-720 Clips Parser -fixed a bad commit from an out of date clips.ggit-svn-id: http://anonsvn.jboss.org/repos/labs/labs/jbossrules/trunk@20713 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70n","True","Corrective","t",1,2,3,1.17301680209093,1092,1156,1880,21,0.0247800925925926,19,33380,25.6613731900981,620,0,"drools",27,0.738519422959,"ham","False","False"
"3471","91416b709a0acb1bf040c4137f9625ae263eb8e5","Fix: initial_cmds may be NULL","True","Corrective","t",1,1,1,0,4,2,152,1,7.93224537037037,3,2804,1.1260677088653,2166,0.0366276203998784,"ddd",3,0.872598351223,"ham","False","False"
"1261","91f7899524b2d52951e5b1bdedffc20d8f356da6","Changed VP8 to follow the style guide a little bit more. Review URL: https://webrtc-codereview.appspot.com/379003git-svn-id: https://webrtc.googlecode.com/svn/trunk@1593 4adac7df-926f-26a2-2b94-8c16560cd09dn","False","None","t",1,7,9,1.01337802509781,1029,1251,414.555555555556,31,37.2377134773663,103,373,1.00963010936376,375,0,"webrtc",29,0.715329903383,"ham","False","False"
"1851","921bfd2d7283be1ffde2334337faeeabb272c3a7","Namespace def & css token replacements- pull request from dpletter","False","None","t",2,13,21,3.36412869541099,596,104,150.761904761905,15,18.8697255291005,77,166,1.00809455158132,14,0,"aura",8,0.0196506550218,"ham","False","False"
"491","925e98fa722babdba90c1ff891abe89a69766c56","OP-192 Flight/ManualControl: Correctly convert to ms in timeout code so system will automatically disarm after 30 seconds without motor.  This behavior will need to be parameterized for planes which might idle for a while.git-svn-id: svn://svn.openpilot.org/OpenPilot@2181 ebee16cc-31ac-478f-84a7-5cbb03baadban","False","None","t",1,1,1,0,10,5,374,27,26.3219907407407,29,1704,1.03799104748002,1704,0,"my_OpenPilot_mods",34,0.122095951351,"ham","False","False"
"3401","931c5853a94736f70803371302ca45715084814a","Added Barry County and Stone County, MOgit-svn-id: http://cadpage.googlecode.com/svn/trunk@2052 ed8909fc-68fd-3c11-af7c-6c41d973aed0n","False","Feature Addition","t",1,3,4,1.5322061836376,154,14,992.75,5,0.0409056712962963,853,4360.5,9.69486989557487,3253,0,"cadpage",20,0.608669158601,"ham","False","False"
"3661","93b342ee391147895b9a9aeabc0050489fc0ee02","only load the music player outside the media app if the media app isnt already open in another tab","False","None","t",1,1,2,0.353359335021421,18,12,123,18,0.454340277777778,18,1426.5,2.65330220094433,329,0,"kde-owncloud",11,0.192771343134,"ham","False","False"
"2751","93be7238c2ee0f87c60f9ffb056f8c2256bfe847","Improve argument type checking.","False","None","t",1,3,4,1.4063691558177,196,31,803.5,3,35.2122800925926,71,1188.5,1.01093182175398,1109,0,"luaj",4,0.601303137786,"ham","True","False"
"841","946ebfa1d649e9efd17b50d84111996c5c84970b","Fix NPE on null cursor closeOnly query once for photo dimensions. Don't crash if cursor is null.nUse default of 720 if unable to query provider.nnBug:12552331nChange-Id: I2bd5ad3db86316b3e61d719bc44b524de8758387n(cherry picked from commit 409737c0585f374e2cd0ad1fea9128905a276b85)n","True","Corrective","t",1,1,1,0,23,23,265,45,-15.8430555555556,24,58,0.936880862628211,56,0,"android_packages_apps_Contacts",27,0.151305829989,"ham","False","False"
"1571","95baaf7b0a152b5c7d9a570d53dcc5988b9997bd","Prevent IKVMC0109 warning when a stub is encountered after the corresponding type has already been loaded.","False","None","t",1,1,1,0,20,2,3759,4,5.60454861111111,190,9851,1.17842650129173,529,0,"ikvm-fork",8,0.0132847392682,"ham","False","False"
"1151","95c1bb185117c082e6f0cb949cffcb7f5585b7fb","Merge pull request #702 from brayanpereyra/BUG-9288BUG 9288 I add validation to negative numbers","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"processmaker",13,0.677656373926,"ham","False","False"
"3041","96ea61c1abf7c19aa6ae4792770b5b6eb2193c52","J : * Use new icon positions","False","None","f",1,1,1,0,1,1,432,3,3.7003125,3,185,1.27024744531712,137,0,"wagic",5,0.5,"ham","False","True"
"3491","97b0458f4f7df24dc9cb4e9b029cdcfc37dd623c","HADOOP-8372. NetUtils.normalizeHostName() incorrectly handles hostname starting with a numeric character. Contributed by Junping Du.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1336446 13f79535-47bb-0310-9956-ffa450edef68n","False","None","t",1,3,4,1.74716719730693,36,18,3475.5,43,14.8660966435185,430,3168.5,2.03226696819913,132,0,"hadoop-fork",31,0.745184155342,"ham","False","False"
"2311","97b966ab59ba4de7f3ee5d5036ff692efc00f6cd","(PS3)_Made ps3_ctx file - implemented set_swap_interval function - removed gl_common.c","False","None","t",4,5,6,2.10186695212622,68,52,608.666666666667,3,0.528574459876543,254,522.5,1.39041348324336,153,0,"RetroidNetplay",10,0.632271704451,"ham","False","False"
"1271","97e3d13c5d0a7e7fe56c7433ac474d3641ef668a","cleanupgit-svn-id: https://valelab.ucsf.edu/svn/micromanager2/trunk@6296 d0ab736e-dc22-4aeb-8dc9-08def0aa14fdn","False","Perfective","t",1,1,1,0,26,26,521,5,0.0254050925925926,70,2128,40.3621867881549,92,0,"PrecisExciteTCP",16,0.581178020291,"ham","True","True"
"3371","98534db9f8301beff1d69046360cfafef9543d35","- refactored java bean prop for collapsible panel state in CPRV - auto-expands/collapses Cherry Pick Plates panel depending upon existence of cherry pick platesgit-svn-id: https://forge.abcd.harvard.edu/svn/screensaver/trunk@1376 80c535d0-b110-0410-b4de-9279f94142c3n","False","None","t",2,2,2,0.982858689712706,28,24,761.5,3,2.50300347222222,60,3628.5,7.24672121187361,1686,0,"screensaver",36,0.823847816354,"ham","False","False"
"541","9939feb1c2d4cba724ea7720a0ff4a72d0edb2aa","incorporate testsgit-svn-id: http://subversion.assembla.com/svn/Debrief@3128 cb33b658-6c9e-41a7-9690-cba343611204n","False","Preventative","f",1,1,3,1.23304428066505,411,0,0,1,0,0,1706,0,1707,0,"debrief",16,0.5,"ham","True","False"
"3621","9b7a109e06e2619405171395857c4683d16fb5ab","Fixes referencing serialization to be more intuitive for servers Fixes referencing module to default to no prefix for absolute ids.git-svn-id: http://svn.dojotoolkit.org/src/dojox/trunk@15558 560b804f-0ae3-0310-86f3-f6aa0a117693n","True","Corrective","t",3,3,3,1.22439444540599,5,4,347.666666666667,17,11.4803587962963,67,300,2.38552008745976,89,0,"dojox",28,0.71918619267,"ham","False","False"
"921","9bbe02c4cb1be3b2bdc1edf246162256cd2355fb","Remove objects from the local object table when we remove their last subscriber so that we don't hand them out as happily proxied objects to subsequent subscribers that might come along before we receive our unsub ack. We do still maintain non-acked objects in a dead table so that we know when to warn about undispatchable events and when to ignore them.git-svn-id: svn+ssh://src.earth.threerings.net/narya/trunk@2210 542714f4-19e9-0310-aa3c-eee0fc999fb1n","False","None","t",1,1,1,0,29,23,394,3,0.166284722222222,19,4835,7.0137815827939,3742,0,"narya",46,0.5,"spam","False","False"
"3541","9c40be7fa175e3cd2b2e84e46261739e347ced9c","Empty TC timer is now initialized at startup","False","Feature Addition","t",1,1,1,0,4,1,771,2,6.03704861111111,56,1686,1.1656438542104,1097,0,"olsrd",5,0.840042685487,"ham","False","False"
"2341","9d1e171e248a0809c5b2551b87c81d657378822c","ACCUMULO-2151 separated MAC API from implementation","False","None","t",4,10,67,3.77170993027234,1662,1230,135.507462686567,18,80.8987363529574,384,6127,1.00500573257437,820,0,"accumulo",6,0.655136361989,"ham","False","False"
"1161","9db5378f8e8a2e342c335e625b15ce0da85b5a9e","reanamed classes","False","None","t",1,19,35,3.64683922788086,513,511,178.228571428571,2,5.4694494047619,105,182,1.02346519846309,199,0,"infinispan",2,0.427354692637,"ham","True","True"
"3510","9e2ebc2d40f62fba7d7d81a81b5687734ad6bfbc","Order of specimenIds changed to create the tree nodes in order of HeirarchySVN-Revision: 2727n","False","Feature Addition","t",1,1,1,0,75,40,240,10,0.9628125,9,527,2.03862382343395,407,0,"catissue-core",10,0.167041136567,"ham","False","False"
"2791","9f0ac9eabe4ed693105c0b750c1e231db70a5222","Fixed a minor typo, image uploading now works. Added a default client image to be used for text-only submissions.","True","Corrective","t",1,3,3,0.222284830685688,30,26,69,3,0.024579475308642,26,42,17.1771584336515,29,0,"rter",13,0.000112707619452,"ham","False","False"
"3161","9fd5026aadf01501971e8c7de3b71d1cb95adae8","fixed dumb record misuses","True","Corrective","t",1,1,2,0.76420450650862,6,3,58.5,4,0.0163194444444444,7,22.5,46.9574468085106,10,0,"jest",4,0.481650557186,"ham","True","False"
"2421","9fde766a71962bf90b481d99dab7d808eb7bc000","chimera: Implement set-gid bit on directoriesTarget: trunknRequire-book: yesnRequire-notes: yesnTicket: http://rt.dcache.org/Ticket/Display.html?id=7840nAcked-by: Paul Millar <paul.millar@desy.de>nPatch: http://rb.dcache.org/r/5769/n","False","None","t",1,2,4,1.66462054400177,77,4,961.5,21,326.934832175926,36,38093.5,1.00659181986675,36080,0,"dcache",33,0.511880020986,"ham","False","False"
"3461","a0822d39a5e40f0b6a99e76134191bf2d74b264d","M pom.xml- Use the new version of sgs-shared.nnA sgs-server-api/src/main/java/com/sun/sgs/app/TransactionInterruptedException.javann- Add a new exception that is thrown when an operation fails because itn  was interrupted while it was blocked waiting for another transaction.nnM sgs-server/src/main/etc/findbugs-exclude.xmlnn- Change a NO_NOTIFY_NOT_NOTIFYALL to a NN_NAKED_NOTIFY, since that isn  what Findbugs seems to be (incorrectly) saying now.n- Change AccessCoordinatorImpl to TrackingAccessCoordinator.nnM sgs-server/src/main/java/com/sun/sgs/impl/kernel/AbstractAccessCoordinator.javann- Move checkNonNull to the Objects class in sgs-shared, and change it'sn  name to checkNull, to match an existing use in ClientSessionHandler.n- Beef up the documentation for AbstractAccessReporter.nnM sgs-server/src/main/java/com/sun/sgs/impl/kernel/Kernel.javann- Change AccessCoordinatorImpl to TrackingAccessCoordinator.nnM sgs-server/src/main/java/com/sun/sgs/impl/kernel/LockingAccessCoordinator.javann- Provide guidance in the doc for the num.key.maps configurationn  property on the value of the property compared to the number ofn  threads.n- Document the synchronization scheme.n- Set DEFAULT_LOCK_TIMEOUT based on the default timeout specified inn  TransactionCoordinatorImpl.n- Use Objects.checkNull.n- Clarify that this implementation of getConflictingTransaction alwaysn  returns null.n- Modify LockConflictType to add INTERRUPTED.n- Add facilities to Locker and Lock for checking the synchronizationn  scheme, and add assertion checks around all synchronization.n- Modify lockNoWaitInternal to reduce the scope of the synchronizedn  block.n- Modify waitForLockInternal to avoid an overflow when computing then  lock timeout time.  Remodularize the code a bit to do the logging forn  conflicts outside of the loop.  Also throw the newn  TransactionInterruptedException if the thread is interrupted.n- Modify the Locker constructor to check for overflow when computing then  transaction stop time.n- Modify AccessReporterImpl.reportObjectAccess to support INTERRUPTED.nnD sgs-server/src/main/java/com/sun/sgs/impl/kernel/AccessCoordinatorImpl.javanA sgs-server/src/main/java/com/sun/sgs/impl/kernel/TrackingAccessCoordinator.javann- Change AccessCoordinatorImpl to TrackingAccessCoordinator.n- Use Objects.checkNull.n- Modify notifyNewTransaction to check for illegal arguments.n- Modify AccessReporterImpl.setObjectDescription(Transaction, T, Object)n  to check the transaction even if the description is null.nnM sgs-server/src/main/java/com/sun/sgs/impl/profile/listener/AccessedObjectsListener.javann- Change AccessCoordinatorImpl to TrackingAccessCoordinator.nnM sgs-server/src/main/java/com/sun/sgs/impl/service/data/store/db/bdb/BdbEnvironment.javanM sgs-server/src/main/java/com/sun/sgs/impl/service/data/store/db/je/JeEnvironment.javann- Set DEFAULT_LOCK_TIMEOUT based on the default timeout specified inn  TransactionCoordinatorImpl.nnM sgs-server/src/main/java/com/sun/sgs/impl/service/session/ClientSessionHandler.javann- Use Objects.checkNull.nnA sgs-server/src/test/java/com/sun/sgs/test/impl/kernel/BasicAccessCoordinatorTest.javann- Move the implementation independent parts ofn  TestLockingAccessCoordinator to here so that they can be used for alln  access coordinator implementations.nnM sgs-server/src/test/java/com/sun/sgs/test/impl/kernel/NullAccessCoordinator.javann- Use Objects.checkNull.nnM sgs-server/src/test/java/com/sun/sgs/test/impl/kernel/TestKernelSetAccessCoordinator.javann- Test creating a LockingAccessCoordinator and also creating an  coordinator that sets a flag when it is created.nnM sgs-server/src/test/java/com/sun/sgs/test/impl/kernel/TestLockingAccessCoordinator.javann- Modify the init method to only set the lock timeout and num key mapsn  properties if they are not already set.n- Test interrupting a thread blocked waiting on a lock.n- Increase the lock timeout values.n- Test using Long.MAX_VALUE for the lock and transaction timeouts.n- Add assertInterrupted.n- Modify AcquireLock to store the thread, and define interruptThread ton  interrupt it.n- Modify blocked to check that the result is not available yet.nnD sgs-server/src/test/java/com/sun/sgs/test/impl/kernel/TestAccessCoordinatorImpl.javanA sgs-server/src/test/java/com/sun/sgs/test/impl/kernel/TestTrackingAccessCoordinator.javann- Change AccessCoordinatorImpl to TrackingAccessCoordinator.nnA sgs-server/src/test/java/com/sun/sgs/test/impl/kernel/TestTrackingAccessCoordinatorBasic.javann- Extend BasicAccessCoordinatorTest to perform basic tests onn  TrackingAccessCoordinator.nn","True","Corrective","t",3,9,19,3.20975046267466,2178,1582,431,23,31.6842409844055,222,229,1.01373458209326,215,0,"reddwarf",515,0.78476116456,"spam","False","False"
"521","a0d3f39a52231149fe23488eebcc8a69b31c4284","fix for some failing tests","True","Corrective","t",1,1,1,0,10,8,1050,18,1.01520833333333,7,3991,1.98501949517751,2859,0,"grailsnolib",3,0.878687103694,"ham","True","False"
"3101","a2221ebcba5924aa4b84b1b6c3e88350b8e0cef5","[DS-707] Clean up of error issues reported from static analysisgit-svn-id: http://scm.dspace.org/svn/repo/modules/dspace-services/trunk@5684 9c30dcfa-912a-0410-8fc2-9e0234be79fdn","False","Perfective","t",3,16,33,4.41615065892367,132,176,181.878787878788,23,12.9724284511785,209,3095,2.13049999436928,8,0,"DSpace",26,0.738797058227,"ham","False","False"
"1971","a3648a1cf6eec0cf256d13de52891b8930392bc4","fixing some file prefix stuff","True","Corrective","t",1,1,1,0,1,1,238,4,3.79457175925926,31,1379,1.26353434944533,331,0,"nokogiri",4,0.5,"ham","True","True"
"3251","a3779d1965bf62de167457459554edfcac90fcc9","Subclasses migration","False","None","t",1,2,2,0.936667381877563,14,3,60.5,3,0.0438020833333333,15,361.5,6.20749108204518,14,0,"gradecraft-development",2,0.2981748921,"ham","True","True"
"3281","a435efb1a63b8530bdf120ba9965f33fda9db92f","MAHOUT-225: rename matrix to mathgit-svn-id: https://svn.apache.org/repos/asf/lucene/mahout/trunk@891983 13f79535-47bb-0310-9956-ffa450edef68n","False","None","t",6,81,732,8.53646814548718,83181,85352,138.924863387978,9,15.5066853559502,2581,2450.5,1.00069985523831,155,0,"mahout",22,0.959762271015,"spam","False","False"
"2961","a4b84e46eecf672e0e219eb8b7a229aba39a1f17","Added two partial tests.","False","Feature Addition","f",1,1,2,0.960518707476616,146,0,0,1,0,0,374.5,0,346,0,"ogre",3,0.658986702188,"ham","True","True"
"1651","a543258fe2781056423b1e44e8bb292d2a95cbe6","StreetFighterOneVOneController added","False","Feature Addition","t",1,5,13,3.04671939075525,2016,3,11.5384615384615,51,0.0171759259259259,36,568,7.22388726385127,573,0,"vooga",2,0.7754509791,"spam","False","False"
"751","a5fdbb93d1d3ab478654f262df9c20844587da99","added an XmpWriter and a method to add an XMP stream to PdfWritergit-svn-id: https://itext.svn.sourceforge.net/svnroot/itext/trunk@1911 d55c716e-6631-0410-aaf4-a39e642303efn","False","Feature Addition","t",1,2,9,2.69394532835722,702,0,442.111111111111,3,11.3653755144033,159,8635,1.01168796686834,5012,0,"itext",23,0.343610646105,"ham","False","False"
"951","a682fbdcdadfe887193d3d05ba3010f911efb329","add some progress indication and error handling to template discovery","False","Feature Addition","f",1,5,7,2.02017547480371,80,16,701,9,0.467683531746032,491,3439,2.27193367591074,3436,0,"rstudio",7,0.478925180539,"ham","True","False"
"2741","a74cb78ce5f4783ed394e542b5c9ff28a5614733","Checkpoint new factor table","False","Feature Addition","t",1,3,10,1.41797777834153,361,217,306.1,8,1.07942592592593,49,621.5,1.47706715902962,519,0,"dimple",4,0.5,"ham","False","False"
"2081","a77b51dd5673e161778b731f04ff3c4a8aea6ad6","Solved cancel race condition Reverted consumer activation to run on separate thread Removed Channel.getFirst() and Channel.add(delivery) - not needed Implemented receiveNoWait functionality by using Channel.deliver(receiver) Implemented message ordering and associated testsgit-svn-id: http://anonsvn.jboss.org/repos/hornetq/trunk@429 7e4d6552-b66c-0410-90c2-bdaa8f2d6dd4n","False","Feature Addition","t",2,15,34,3.99943681876111,1966,535,360.647058823529,6,4.88745166122004,378,1001.5,1.03052983918784,464,0,"hornetq-old",44,0.00210905738978,"ham","False","False"
"1421","a787f540209d8735aae8f11144452db190f4cfea","Closes feature #3263 and #2786","False","None","t",4,23,46,4.6855317136516,2058,90,320.739130434783,20,29.7507178442029,476,3939.5,1.00196640313322,516,0,"Silverpeas-Core",4,0.668223353785,"spam","False","False"
"3711","a84761f537dd80b36d644d732a17c1f4a83a2a32","Fix.","True","Corrective","f",1,1,1,0,1,1,1262,1,0.0052662037037037,464,5995,190.89010989011,1911,0,"libidn",1,0.632292499455,"ham","True","True"
"3361","a869f1a8bcac3f0cd7b2fa7ffa7199f7a23654dc","Add in configuration options to control the application buffers associated with a NioChannelgit-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@510639 13f79535-47bb-0310-9956-ffa450edef68n","False","Feature Addition","t",2,2,3,1.35344850461165,42,4,922.333333333333,6,1.3647337962963,71,550,1.48602442699686,71,0,"tomcat60",27,0.723396721014,"ham","False","False"
"2731","a87a4c4e451a1b0401dc972d9cbc45a6455ccbc0","The getUrlForHandler() method now takes an optional prefix argument, that can be used to resolve ambiguities.","True","Corrective","t",1,3,5,1.42441909452533,101,117,146,4,25.9928541666667,40,6835,1.01508553790544,789,0,"riot",10,0.146810709621,"ham","False","False"
"2411","a9456ebfe19b9c12382e3012d0776f8338f38ce9","Update Issue 2547Fix for trunk - assign response.getRequest() backup plan for the backup plannngit-svn-id: https://mobicents.googlecode.com/svn/trunk/servers/sip-servlets@20380 bf0df8d0-2c1f-0410-b170-bd30377b63dcn","True","Corrective","t",1,1,1,0,49,7,595,11,1.70740740740741,92,5418,1.58568329718004,513,0,"sip-servlets",28,0.5,"ham","False","False"
"1931","a9a9fd423d0a4c82de0ead497fe0d40ed3a8dd0b","Enable null or empty recipientIds list when email a Task for SSP-359 Error when emailing tasks.Also ensure streams are closed during Task printing after exceptions thrown.n","False","None","t",1,6,8,2.37140239776744,98,35,291.375,8,5.62830150462963,110,3465.5,1.17528139095627,3416,0,"SSP",20,0.642643110596,"ham","False","False"
"2210","aa18eb906b95ba6a2abf634191d1503291fbfdaa","HDFS-2502. svn merge -c 1204117 from trunkgit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/branches/branch-0.23@1204118 13f79535-47bb-0310-9956-ffa450edef68n","False","Non Functional","f",1,2,2,0.961236604722876,12,1,1840,39,12.1548553240741,101,1361.5,20.983599335728,7,0,"yarn-comment",27,0.794728386539,"ham","False","False"
"1941","aa2851fb41d660a4faff0d9df9242b5374f0ac2a","importer: store upstream consumer uuid on owner","False","None","t",1,3,5,2.24751299232525,151,24,147.6,16,5.5653587962963,40,594,1.63642151241181,574,0,"candlepin",6,0.54813218981,"ham","False","False"
"2781","abd7ace8e221d32c2c7945b185b429c9d8c0e4a0","File replace and sequential key storage.","False","None","t",1,1,4,1.11190551592949,207,142,137,1,3.62972511574074,18,136.5,1.13279804284409,59,0,"Malhar",5,0.738513973477,"ham","True","False"
"2891","ac4198447eb914980d4d82a21c8e7b7611043700","GatewayQuiz: correct answer logging of numeric zero answers.git-svn-id: http://svn.webwork.maa.org/system/trunk/webwork2@6632 c0722133-6baf-4dd8-8699-98d999cd4f06n","False","None","f",1,1,1,0,1,1,2360,11,0.0125347222222222,59,267,80.7783933518006,233,0,"webwork2",23,0.740760018829,"ham","False","False"
"1310","ac484d5cc42f80f215fe1a2f36da920fbb828a9c","Resynced with gnu inetlib: base64 endcoding fix2005-02-19  Dalibor Topic  <robilad@kaffe.org>nnResynced with GNU inetlib.nn2005-02-17  Chris Burdess  <dog@gnu.org>nn* BASE64.java: Truncate encodedbyte array.n","False","None","t",2,2,2,0.991076059838222,16,2,3528.5,19,56.0847337962963,3616,7574.5,181.757595616307,5848,0,"kaffe",31,9.72552658191e-05,"ham","False","False"
"2211","ae92b7b851e11942a76ca6ad110b50d231a28b18","Test for ELHiddenTag.git-svn-id: https://svn.apache.org/repos/asf/struts/trunk@49595 13f79535-47bb-0310-9956-ffa450edef68n","False","Preventative","t",1,1,1,0,134,0,0,1,0,0,247,0,237,0,"struts1",19,0.785636911696,"ham","False","False"
"531","aeb59297be0936f9524a0812446e6282d0f90919","Multi module -- appinfo update","False","None","t",3,8,10,2.16205590183154,306,74,619.3,36,9.81999537037037,347,1145.5,1.08007773047284,65,0,"framework",4,0.614969989971,"ham","True","False"
"2801","b037dbe1e34381d5133ab889c0bbb4210bebec7f","Additional Fixes for the gift card product type","True","Corrective","t",1,4,4,1.57298569016578,75,24,595,5,9.44504050925926,56,862.5,1.17054319854262,697,0,"exponent-cms",6,0.643525194489,"ham","True","False"
"2541","b03ee53a5ed3ab4ccff09f2948d7e52f3e8f316c","Making life a little easier for tooling developers. DebuggerSupport is now public at the IAPI level. No remoting yet but that wouldn't be too hard to add.git-svn-id: https://svn.apache.org/repos/asf/ode/branches/APACHE_ODE_1.X@748374 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","t",4,7,11,2.48412594231623,122,13,101.636363636364,10,144.685119949495,353,13387,1.00325339360312,739,0,"ode",34,0.448967525471,"ham","False","False"
"1461","b060100adfd5e9444268941ea9b4ec958a154fed","push correct directory onto central-registry's","False","None","f",1,2,2,0.863120568566631,12,9,509,2,2.09802083333333,152,522.5,1.27690705972763,523,0,"clocc",5,0.652473793015,"ham","False","False"
"1881","b1439b443b47b631e659ddad2bddef7ef2059473","implement GET subscription entrygit-svn-id: http://svn.osafoundation.org/server/cosmo/trunk@4530 5fd0b11a-f2f7-0310-948e-c8f80ebed640n","False","None","t",1,1,2,0.983149128228288,44,15,350,13,8.0999537037037,24,6768.5,1.15212310695369,685,0,"cosmo",19,0.621425327863,"ham","False","False"
"481","b1f54a67ed441c47e8f7f2b47a676a52cdda1648","end path prefix with a /; otherwise Crosswords gets launched to browse the wordlist directory.","True","Corrective","f",1,1,1,0,1,1,194,4,0.606134259259259,141,2920,2.64979950353256,2915,0,"xwords",9,0.791327263773,"ham","False","False"
"1391","b28a1a03db012f584750e48130cd5cbb24097d2e","Include hotplug.h to avoid warning messagegit-svn-id: svn://svn.debian.org/svn/pcsclite/trunk@392 0ce88b0d-b2fd-0310-8134-9614164e65ean","False","None","t",1,1,1,0,1,0,100,4,0.620092592592593,10,104,2.61266238614305,104,0,"pcsc-lite-clone",21,0.539549925855,"ham","False","False"
"410","b2ddfe89dfb7df1a5ffe4496fc5c08216b00a841","Adding JsonFromJaxb example","False","Feature Addition","t",2,12,24,3.45362755549281,2560,0,2.20833333333333,2,0.119273726851852,24,141.5,1.34933650323864,102,0,"jersey-1",3,0.5,"ham","False","False"
"2811","b307dd1b77b7d6d2876eafa67e408f5af70bbe4a","infinity","False","None","f",1,1,1,0,1,0,217,1,4.06064814814815,2,8423,1.24626610420705,19,0,"emacs_conf",1,0.836087109303,"ham","True","True"
