"","X","commit_hash","commit_message","fix","classification","contains_bug","ns","nd","nf","entrophy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","glm_probability","name","commit_words","bayesian_score","spam_ham","jacob","charles"
"246",255,"fa79fcf18efaa8d555b4572835e272a6e39a4bf6","fixed NPE that was raised upon invalid input","True","Corrective","f",1,1,1,0,7,2,261,5,1.54883101851852,4,9672,1.64564822633557,446,0,"EMFText",5,0.409110340567,"ham","False","False"
"247",256,"326bea11123b618e90bf7f13edf4bb0069eff8f2","Fix handling of obsolete messages in libgettextpo.","True","Corrective","t",1,1,4,1.84785481439987,17,7,1337.5,2,0.000775462962962963,256,19392.5,672.641791044776,7374,0,"gettext",5,0.451134808844,"ham","False","False"
"248",257,"91c9bd2036b3ad55afee660082210c4fc09ee0ec","Removed superfluous import from AddContentToHashDbAction","False","Feature Addition","f",1,1,1,0,0,1,160,21,2.91474537037037,14,618,1.34308314206978,129,0,"autopsy",4,0.989548410925,"spam","False","False"
"249",258,"d288562860bb61442983d5e9b8df4be7dd928bb6","synchronization with native branch","False","None","f",1,1,1,0,25,1,72,1,0.00327546296296296,4,17797,306.30035335689,10989,0,"android-arabic-reader",3,0.0896592430871,"ham","False","True"
"250",259,"a9d0035936eeccd3eea41d97278dabf66a559bb4","credential flow through web services resource adaptor","False","None","f",3,4,12,2.36839020287518,134,122,100.25,9,3.04289930555555,148,17887.5,1.03786233922043,3418,0,"teiid",6,0.0578918571497,"ham","False","False"
"251",260,"a03925ed5b670405b8d28ae1a462bc9a7bfa0546","Fix make dist bug from yesterday","True","Corrective","f",1,1,1,0,1,1,204,3,5.85487268518519,52,2817,1.17079790693491,205,0,"check_mk",5,0.630584043692,"spam","False","False"
"252",261,"1167cc623f9bf616a96f911e8f32426e15a5f9e4","TEIIDDES-2198 added handling of virtual parameter changes to force re-validation of the virtual procedure transformation","False","Feature Addition","f",1,1,1,0,98,1,2396,14,454.241145833333,6,70,1.00220147384087,69,0,"teiid-designer",12,0.301986405351,"ham","False","False"
"253",262,"dad1c4029ecd565d0225635439146d9d837f70f7","Make build queue action declarations consistent: specified class directly.git-svn-id: https://svn.apache.org/repos/asf/continuum/trunk@1671326 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,4,5,1471,18,0.000185185185185185,64,1180,5401,420,0,"continuum",26,0.760415189143,"spam","False","False"
"254",263,"aff9abda39d7e59539fa9b18edc328bd921af53d","Made changes to Nick's app","False","None","t",1,10,24,1.81857996962735,286,22,97.5416666666667,2,15.8814781057099,75,2169.5,1.00825531246123,153,0,"iSENSE-Hardware",4,0.224933854711,"ham","True","True"
"255",264,"c0b1841d42e648088f698e961010a6f5e543f5a7","Automated merge with https://code.google.com/p/robotframework/","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"robotframework",8,0.749758704107,"spam","False","True"
"256",265,"14d49a07a158c219e8dc74887ea7db606799d329","remove bash_profile.sh from finagle","False","None","f",1,1,2,0.811278124459133,1,3,4,120,56.6962847222222,3,292.5,1.01322838001951,280,0,"FrameworkBenchmarks",4,0.855531187363,"ham","False","False"
"257",266,"b9204bd3eaa84e16fa59ee2d6d1ada9100e0644d","Remove libcore's dependency on bouncycastleexternal/bouncycastlen- Change to be the primary build for bouncycastle sources (as opposed to part of libcore)n- Moved OpenSSLMessageDigest from libcore to OpenSSLDigestn  It uses NativeCrypto API from core, but implements a bouncycastle specific interfacen- restored registration of bouncycastle MessageDigests for SHA-1, SHA-256, MD5n  OpenSSLProvider versions take precedence, but explicit provider of BC allows choicen- enabled native versions of SHA-384 and SHA-512n- pruned MD4 implementationnnframeworks/basen- frameworks and CoreTests modules now depend on bouncycastlen- update preloades classes for NativeBN package changen- moved CryptoTest to libcorennlibcoren- core now builds without bouncycastle sourcesn- core-tests, core-tests-support, core-tests-supportlib now depend on bouncycastlen- removed libcore/openssl directory, moving NativeBN to java/mathn- minor cleanup of Provider, Security, Services style while working on ProviderTestn- added new OpenSSLProvider registered as first provider to haven  priority over the others to ensure our native implementations are usedn- moved BouncyCastle to have priority as a provider over Harmonyn- JarVerifier and JarUtils now implicitly use OpenSSLMessageDigestn- Cleanedup OpenSSLSignature, implementation needs to be finished to move to OpenSSLProvidern- To avoid using PEMWriter from BouncyCastle, NativeCrypto now takes binary encoded certs and keysn  This is more efficient as well avoiding the base64 decode/encode of the binary datan- removed SHA-224 to match the RInnpackages/apps/CertInstallern- CertificateInstaller module now depends on bouncycastlen  this is the only app to depend on bouncycastlennsystem/coren- updated BOOTCLASSPATHnnChange-Id: I6205366b12baec4331b4a76e2c85d8324bf64b2cn","False","Feature Addition","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"android_external_javasqlite",163,0.795362255972,"ham","False","False"
"258",267,"7ee3861b88016a8a97e7ff28f3911d50d0fac5b4","Mere lay-out, kursiv skrift pu00e5 manglende filer","False","None","f",1,1,1,0,5,5,456,2,0.00885416666666667,48,156,113.941176470588,23,-1,"Linuxbog",7,0.546328603867,"ham","False","False"
"259",268,"ba656863027e16574e5069cc78cac1fa32880c8c","suppress only self ref import stmt","False","None","f",1,1,1,0,8,3,527,5,1.72172453703704,11,54,1.58081300375781,54,0,"jaxb",5,0.136970657648,"ham","False","False"
"260",269,"5ea96541ab947e6de8ca18e2e72645732ad77087","[FIXED MIFOS-2589]resolves issue #2589nnHow I fixed the Summary table:nnLoaded the report in BIRT report designer, switched to Report Design view, then ensured that the data bindingsnwere correct by:nn* clicking on the fieldn* in the Property Editor, click on bindingn* ensure there is only one field listed, the one for that data element.nnHow I fixed the Staff Summary table:nn* added a new table that was bound to the same data setn* added a single new field that had a single data item in the detail rown* saved the report and ran it in WTPn* saw that it ran correctly with the extra data itemn* went back to Eclipse and deleted the new table.n* saved the report and ran it again.nnWhy this worked, I don't know...nnnngit-svn-id: https://mifos.svn.sourceforge.net/svnroot/mifos/trunk@16234 a8845c50-7012-0410-95d3-8e1449b9b1e4n","True","Corrective","f",1,1,1,0,223,1615,4937,44,111.182847222222,2,20207,1.00899419312406,4355,0,"mifos-head",96,0.606215576221,"ham","False","False"
"261",270,"baed122d7d512f27aa3a3f24c0278385fe139e96","update from jarno","False","None","f",1,1,1,0,46,43,44,1,119.218321759259,2,1792,1.00838797246299,1167,0,"chipster",2,0.919854488142,"spam","True","True"
"262",271,"33103f504876d99bb367c7d1360963893903a967","Updates to various sections.git-svn-id: http://mobicents.googlecode.com/svn/trunk@544 bf0df8d0-2c1f-0410-b170-bd30377b63dcn","False","None","f",1,1,1,0,2,0,161,1,0.488310185185185,31,661,3.04787864422849,661,0,"mobicents",18,0.610743084663,"ham","True","True"
"263",272,"78a69aa7358ad7655e9ce9453b554b7774115f83","Modified the datepicker button a bit- Uses the calendar icon instead of Cn- In math4 the button is attached to the input.n","False","None","t",2,2,4,1.62340327859345,38,5,364.5,28,18.5386603009259,142,911.5,1.15275288394471,336,0,"webwork2",15,0.657723416705,"spam","False","False"
"264",273,"f721851f0ef9737dbca5c59c36a3d310e785109b","removed empty plugin.xml files","False","None","f",1,7,7,2.8073549220576,0,42,6,5,9.57919477513228,42,13146,1.1206410899677,3413,0,"webtools",4,0.5,"ham","False","False"
"265",274,"4084626449b0b6ad4b87ade376f2b2c866a6659a","Fixes to support new dalvik.googlecode.com benchmarksThe following new benchmarks where tested with the below changes:n- DigestBenchmarkn- MessageDigestBenchmarkn- SSLSocketBenchmarkn- SignatureBenchmarknnFix package name of OpenSSLProvidernntluni/src/main/java/java/security/security.propertiesnnRestore Java (vs OpenSSL) SSLSocket wrappers on SSLEngine for benchmarkingnntluni/src/main/java/org/apache/harmony/xnet/provider/jsse/SSLServerSocketFactoryImpl.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/SSLServerSocketImpl.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/SSLSocketFactoryImpl.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/SSLSocketImpl.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/SSLSocketInputStream.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/SSLSocketOutputStream.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/SSLSocketWrapper.javannRestore HandshakeProtocol.socketOwner code for SSLSocket to functionnntluni/src/main/java/org/apache/harmony/xnet/provider/jsse/ClientHandshakeImpl.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/HandshakeProtocol.javantluni/src/main/java/org/apache/harmony/xnet/provider/jsse/ServerHandshakeImpl.javannRemove unneeded OpenSSLMessageDigestJDK.getInstance since these arenregistered via OpenSSLProvider and SHA224 which is not part of the RI.nWe had already removed the BouncyCastle version of this.nntluni/src/main/java/org/apache/harmony/xnet/provider/jsse/OpenSSLMessageDigestJDK.javantluni/src/test/java/tests/targets/security/AllTests.javantluni/src/test/java/tests/targets/security/MessageDigestTestSHA224.javantluni/src/test/java/tests/targets/security/SignatureTestSHA224withRSA.javannChange-Id: I7daae7f0d9f50acad6df9157eac1b0133af83062n","True","Corrective","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"android_external_apache-xml",197,0.5,"ham","False","False"
"266",275,"a642ed24d8ff517984ee0225c502a0e7f2acacaf","Add Map.getOrDefault(), and use it to improve various Map impls(@unratito this solved the problem with Map.patch)","True","Corrective","f",1,1,2,0.253067937265629,90,28,1166,18,1.08779513888889,424,2864.5,1.49813566753913,1474,0,"ceylon",13,0.379393869742,"ham","False","False"
"267",276,"9fe55a57d80198373c6589722743a5f6abd8a58b","*** empty log message ***git-svn-id: https://svn.apache.org/repos/asf/incubator/jena/Import/Joseki-CVS/Joseki3/trunk@1115086 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,2,0.863120568566631,6,8,242,1,15.4550868055556,46,4114.5,1.03240090263575,326,0,"jena-joseki",24,0.721457783055,"spam","True","True"
"268",277,"6e8283d6a8ff822f163f8c944b0863f02e3d36de","fixes #6864. Allow more accurate resizing of percentage-specified widths !strict","True","Corrective","t",1,2,2,0.983376190139224,29,4,524,19,1.01171296296296,9,89.5,266.277780507176,19,0,"dojox-oldmirror",9,0.367205309107,"ham","False","False"
"269",278,"3cd0764b90d0ae60adf1dc4bcf02b00805df318a","LUCENE-3631: Remove useless nullcheck; don't call doClose from ctor (it's protected and this violates style)git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1221840 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,3,5,-101,26,0.341030092592593,70,2654,3.93229255048362,2248,0,"lucene_solr",28,0.5,"ham","False","False"
"270",279,"fd8de955f5a5a6dc5b61ce85822e85c04a4e5b10","awardedDegree migration","False","None","f",1,3,3,1.03933757228649,42,127,42.3333333333333,24,7.58099537037037,44,228,1.04396959990718,170,0,"VIVO",2,0.202058035833,"ham","False","False"
"271",280,"a45581fe37a6467a9c08831730f85f457e3cc9b4","probably doesn't make sense to have insane values by default.","False","None","f",1,1,1,0,2,2,10,7,0.0164236111111111,4,11,61.8879492600423,9,0,"babble",7,0.000194000294721,"ham","False","True"
"272",281,"b4ec054130894d481b7d163c72e75696324533ea","Fix for Issue #4002 Patch by: cromwellian Review by: scottbgit-svn-id: https://google-web-toolkit.googlecode.com/svn/trunk@6405 8db76d5a-ed1c-0410-87a9-c151d255dfc7n","True","Corrective","f",1,1,1,0,6,1,3039,30,56.2266319444444,81,27,1.01778516630674,26,0,"scalagwt-gwt",23,0.576172583321,"ham","False","False"
"273",282,"536e05732b0b007e6c4056a8c80beda7fa5005db","fix glob by hacking test dir to build/libgit-svn-id: https://felix.svn.sourceforge.net/svnroot/felix/felix/trunk@2354 3fca3a5c-071c-0410-b500-ba939811c8f2n","True","Corrective","f",1,1,1,0,2,1,17,3,451.942094907407,1,6997,1.00221267284298,235,0,"felix",24,0.743471558471,"ham","False","False"
"274",283,"d9438a3bc20742c0d66a6f5bc4ac9ad55205a738","https://issues.apache.org/jira/browse/MYFACES-3456git-svn-id: https://svn.apache.org/repos/asf/myfaces/core/trunk@1237079 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,2,4,0.775332453996932,47,15,509.25,22,42.8315364583333,133,1076.5,1.02795232493928,1016,0,"myfaces",25,0.431647384445,"ham","False","False"
"275",284,"87dbfff059717ea1c275210559b422efae933c4f","Added tests for sceIoIoctl(0x01F30003)git-svn-id: http://jpcsp.googlecode.com/svn/trunk@2307 4ab978e6-3352-0410-996c-0b42db0051c8n","False","Feature Addition","f",1,1,1,0,24,0,267,19,92.0135416666667,2,3369,1.01086796553949,112,0,"jpcsp",19,0.20482926271,"ham","False","False"
"276",285,"9467a78e7b808a426809efab06a865fa9d6faa9b","Things can now land on other things.  There seems to be a slight slipperiness if you land with some momentum due to sliding conditions coming into play.  There is also a very slight lift up before falling off another thing.git-svn-id: http://odamex.net/svn/root/trunk@1807 b0bcef46-2027-0410-bd56-ab726e9a1d04n","False","None","t",3,3,5,1.86709592999155,369,27,1383.4,7,2.86960416666667,184,1525,1.43676396047666,156,0,"odamex",32,0.746211194293,"ham","False","True"
"277",286,"ace9c89c4c8039ff43483a70a962fd8e80c5b0d5","Removed two unreferenced global variables and moved {{{wordsize}}} to the only file where it is used.git-svn-id: https://trac.ccs.neu.edu/svn/larceny/trunk/larceny_src@3982 c9681fa6-b8ae-40c0-a6da-707a35ad5973n","False","None","f",1,1,2,0.811278124459133,1,3,1569,9,0.00615740740740741,74,2437.5,98.2944171452253,295,0,"larceny-oldimport",26,0.729748066295,"ham","False","False"
"278",287,"71b61218da7fff3d0e8f0d8e81b4e1a4ed007e61","Change Ocl2Java Plugin","False","None","f",1,30,96,4.38666382247621,6439,19811,361.09375,9,1.36192491319445,107,1570.5,1.00821967111853,1617,0,"dresdenocl",3,0.904393769554,"spam","False","True"
"279",288,"5017d90d578d1ace8b2d3fa59a182ea7ea0e00ac","Eclipse 3.6 backward compatibility.","False","None","f",1,4,15,2.33170962053455,89,169,332.866666666667,1,330.327484567901,19,2898,1.00068296075665,2666,0,"atl",5,0.766993330865,"spam","False","False"
"280",289,"9f603b8bf9b512bdc1a5ed3deee0f6f4f64344b7","changes for build process","False","None","f",1,1,1,0,284,305,305,2,5.75644675925926,15,1120,1.1737182748006,21,0,"riena",3,0.724104824524,"ham","True","True"
"281",290,"ff8e434c1f7f560140c26f025509a3d186432d24","Merge branch 'master' of github.com:webgme/webgme","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"webgme",7,0.787619611515,"ham","False","True"
"282",291,"3885ce2a9403483e1cfd1bb4d3d2a119e3cdd928","Prevent NPE if no CredentialsProvider is registeredIf the git server requires authentication and no CredentialsProvider isnregistered TransportHttp.connect() would throw an NPE since it tries tonreset the credentials provider. Instead throw a TransportExceptionnexplaining the problem.nnChange-Id: Ib274e7d9c43bba301089975423de6a05ca5169f6nSigned-off-by: Matthias Sohn <matthias.sohn@sap.com>","True","Corrective","f",1,3,3,1.37095059445467,5,0,750.666666666667,48,76.0819830246914,132,5582,1.03105957044189,551,0,"jgit",31,0.877384104379,"spam","False","False"
"283",292,"0aead45495eb08131808cf9a660ac0dfae78412b","Fix: spits out an error message when wrong use of variable in ini files. Like unset variable used in another variable.","True","Corrective","f",1,1,1,0,10,4,813,31,17.9002199074074,120,19,1.05586523546486,0,0,"shinken",14,0.0220133842695,"ham","False","False"
"284",293,"13ac2c37f49fbce88b20432ee0be3c22de2ef9f9","Fix jsonGetSubmodulesAction for work with the nodeId parameter","True","Corrective","t",1,2,2,0.996485989886783,19,24,148,10,0.501400462962963,169,930.5,2.49581034602156,895,0,"PHProjekt",5,0.5,"ham","False","False"
"285",294,"134e0b71ad7da8511b039697c1cc214419abb3fc","gift rollup tablesgit-svn-id: svn://svn.orangeleap.com/tangerine/tangerine/trunk@8839 0f581344-5646-3a48-8ded-616bfea576c6n","False","None","f",1,1,1,0,43,0,7,10,106.912974537037,12,4742,1.0093534017207,898,0,"orangeleap-tangerine",18,0.364813685104,"ham","False","False"
"286",295,"3c4fa23cc7c08db9be909c6e73bdec29ad083f7f","merge changeset 22161 from trunk: GROOVY-4735: part1: patches to enable groovy-eclipse to run unpatched groovygit-svn-id: http://svn.codehaus.org/groovy/branches/GROOVY_1_8_X@22163 a5544e8c-8a19-0410-ba12-f9af4593a198n","False","Non Functional","f",1,2,3,1.52218987216582,8,9,290,39,176.891442901235,68,5335,60.3828341979986,4786,0,"groovy",29,0.685104489017,"ham","False","False"
"287",296,"1a08f07771214e06f9c9c8e580467a83c5ab6103","* Adapted to use io-idwrap and grammar identifierssvn path=/trunk/StrategoXT/; revision=719n","False","None","t",1,2,5,2.19165767069392,21,13,157.4,3,62.8413009259259,34,1722,5.5755936731898,255,0,"strategoxt",11,0.00863544644626,"ham","False","False"
"288",297,"8ff24738e85d47a3691cc62b3eea94ec6f4a9896","Parse getters and setters.Review URL: https://chromiumcodereview.appspot.com//9258002nngit-svn-id: https://dart.googlecode.com/svn/branches/bleeding_edge/dart@3548 260f80e4-7a28-3924-810f-c04153c831b5n","False","None","f",1,1,1,0,37,3,1563,54,6.20458333333333,80,722,1.16117117722114,608,0,"Dart",26,4.48108075436e-05,"ham","False","False"
"289",298,"d8c3d9e89fc0af9b5fb641e9429cfeea8429c997","New changes back","False","Feature Addition","f",1,1,1,0,3,3,7274,10,0.00177083333333333,584,446,565.705882352941,322,0,"ORCID-Source",2,0.93602762337,"spam","True","True"
"290",299,"260286356942387c8050a2bfc512d66c0699a879","- Add links to reader examples & APIsgit-svn-id: svn+ssh://svn.xp-framework.net/home/svn/xpforge/trunk/experiments@11701 d2cacbed-c0f6-0310-851a-9dad52fc623an","False","Feature Addition","f",1,1,1,0,8,2,9,1,0.545127314814815,1,11917,2.83443385209877,7651,0,"xp-experiments",24,0.5,"ham","False","False"
"291",300,"447c33912e834a7fc090b3175aea9103ac5e25b4","Updated compass library.git-svn-id: https://arducopter.googlecode.com/svn/trunk@995 f9c3cf11-9bcb-44bc-f272-b75c42450872n","False","None","t",1,1,2,0.988283610991916,23,32,21,2,55.6900405092593,4,211.5,1.00979380606104,205,0,"ardupilot-mega",18,0.56413639571,"ham","False","False"
"292",301,"7307a818d44872278756abd184c43beb88014ab3","Site plugin: use orion/xhr for ajax, remove dojo","False","None","f",1,1,2,0.603652249754401,26,35,184,20,2.80060185185185,12,958.5,1.25324700088244,957,0,"orion",8,2.59931251805e-05,"ham","False","False"
"293",302,"9c64084db416e6cf1dfd9ec3bc871d19b42858a5","#1138 Added confirm message when editing a relationFormer-commit-id: cd0175574a428c4368d4210d9bd913b5fd96beca","False","Feature Addition","f",1,1,1,0,3,0,1017,9,0.963368055555556,7,22195,2.03802486934583,22175,0,"dotCMS",9,0.000905139934278,"ham","False","False"
"294",303,"b2487e4fe6352cfd62a8dae7c37fb9fa1db1a85d","add blast type to parameters","False","Feature Addition","f",1,2,2,0.985228136034252,5,2,4666,9,0.00236689814814815,130,4332.5,333.991892935272,2619,0,"coge",4,0.680603252078,"ham","False","True"
"295",304,"a7c93acd3e44acde1284c1026ffd189f0c72020a","reverted local file instead of maven repo","False","None","f",1,1,1,0,2,2,52,12,1.18440972222222,6,985,1.84430242443786,447,0,"tesb-rt-se",6,0.899065920233,"ham","False","True"
"296",305,"0c54fd5c5721f46e84754a3d83d0a596ec98825e","added Boolean field providesManagement to EntitlementCert","False","Feature Addition","t",1,2,2,0.672294817075638,14,3,526.5,3,3.9297337962963,37,40.5,1.24070446093303,41,0,"rhsm-qe",5,0.5,"spam","False","False"
"297",306,"690516d8b6fc2237d6ff383f0c485c675777984f","Formatting of templateSigned-off-by: Vladimir Petukhov <kavinator@gmail.com>n","False","None","f",1,1,1,0,2094,2009,2038,1,0.074375,4,3276,14.4453781512605,1374,0,"OpenSAN",8,0.5,"ham","False","True"
"298",307,"9d9dfde9d51edaedd217fbec4a0f8f6c89f1c580","fix for master page and header footer handling","True","Corrective","f",1,3,4,1.67877940951507,103,124,281.75,5,31.5928674768519,15,61.5,1.01629803059143,58,0,"xdocreport",6,0.785678343929,"spam","False","False"
"299",308,"2524f55bbf47a57729cbc9a8295f52203a2e7a58","Fix in sceCcc for NullPointerException when UTF8/UTF16/SJIS string has length 0.git-svn-id: http://jpcsp.googlecode.com/svn/trunk@2827 4ab978e6-3352-0410-996c-0b42db0051c8n","True","Corrective","f",1,1,1,0,5,10,351,20,0.269780092592593,12,5638,4.70672272512763,5099,0,"jpcsp",24,0.735065660888,"ham","False","False"
"300",309,"916fdda3f1c2e4000378d6300c4fb9f705502174","Fix ordergit-svn-id: https://svn.apache.org/repos/asf/maven/continuum/trunk@475727 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","f",1,1,1,0,23,23,151,8,0.0130208333333333,3,3658,77.8,1065,0,"continuum",19,0.658055083334,"ham","True","True"
"301",310,"3365e9cc4ea829e60ba5d4a9416af10a879853a5","Add clearResults function in search controller to empty the results list.","False","Feature Addition","t",1,1,1,0,4,0,102,27,35.7088541666667,14,6001,1.02800425898105,2030,0,"core-geonetwork",7,0.0383009931673,"ham","False","False"
"302",311,"716eb9f70ca0711801f270ac92c56f8b5c58c4e6","Remove final from private method","False","None","f",1,1,1,0,1,1,103,35,47.2433101851852,16,7385,1.02116701806203,5249,0,"cgeo",4,0.689631699998,"ham","False","False"
"303",312,"15330331b60a4d5e352eda284b4cf3a4c1963ba2","Merge Upgrade to tzdata2014e.","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"platform_bionic",3,0.5,"ham","False","False"
"304",313,"52075f0f76ad32f4d6126d244242f31087e39cd6","fix markdown header recognition/folding in highlight mode","True","Corrective","f",1,1,1,0,3,3,184,6,22.0203703703704,27,16607,1.04541249684635,16220,0,"rstudio",7,0.542461190886,"ham","False","False"
"305",314,"fd57638117c45849eae495d812a12c6d68330e3d","Merge Clean up pthread_gettid_np test. am: dbc6398e95* commit 'dbc6398e95df44a18715ce5ba19b8e1a93b969d4':n  Clean up pthread_gettid_np test.n","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"platform_bionic",12,0.630908850275,"ham","False","False"
"306",315,"354d99e0409af6621bdb81d4bdbcba8e0b17083a","Re-enable the pp2shouldfailtoinstall","True","Corrective","f",1,1,2,0.863120568566631,3,4,80,10,23.5688888888889,16,1296.5,1.28001786764186,1248,0,"rt",3,0.0539211024146,"ham","False","False"
"307",316,"a4b7f5b6337c47a335cdec1dbc10a9582f8e5c38","Merge branch 'master' of github.com:paperkettle/Hermes","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hermes",7,0.876300341947,"ham","False","True"
"308",317,"6aa8c5a5dcea62e55eccd09e27e36bc427d9bf3e","GS-803 Build version advanced to 10486-167svn path=/xap/trunk/openspaces/; revision=156332nnnFormer-commit-id: 927e1b72f209b1b5ccb3c00ccb0b667af6a6a465","False","None","f",1,1,1,0,1,1,87,26,0.00872685185185185,1234,11089,115.588859416446,11089,0,"OpenSpaces",16,0.5,"ham","False","False"
"309",318,"c7b8d867a1965675eafd5c6d34fbb313cce4384a","fix init library set u00e2u0080u0094 register custom flex sdk library set for module","True","Corrective","t",1,3,3,0.725185986892443,25,23,109.666666666667,5,16.7348919753086,16,2486,1.01997471215293,2487,0,"intellij-plugins",12,0.5,"ham","False","False"
"310",319,"a4f563ddc00f0e23b5c0e04123decdf9365af80f","Providing foundation for spring-integration-adapters as a separate project","False","None","f",2,2,5,1.90780941461349,76,0,7.4,1,5.83981481481481,4,1777,1.03424766132868,3,0,"spring-integration",7,0.804934203403,"ham","False","False"
"311",320,"92737d14a2cc21a3f628f2bb9bbccec5c2fee640","updated newsletter module to work in current head, added HTML only option","False","Feature Addition","f",1,4,8,2.29405872206873,57,45,186.875,2,162.276775173611,39,418.5,1.00205783379711,364,0,"alkacon-oamp",9,0.596377942066,"ham","False","False"
"312",321,"703d1d2df1a3e935387260adadae87b377bd2fff","[ENGOPS-540] shared file update from distribute.groovy","False","None","f",1,1,1,0,9,5,25,11,168.068993055556,6,2,1.00594993747401,1,0,"big-data-plugin",7,0.0165613137662,"ham","False","False"
"313",322,"6e21d4f540b1619e8596ca332a5e6ed0f7e50f7a","Tools: remove c++11 string method use.","False","None","f",1,1,1,0,1,1,1578,11,0.00236111111111111,56,3750,424.529411764706,3440,0,"qfs",7,0.5,"ham","False","False"
"314",323,"412df5c876b2b0cabebdd1666fdf5a702adc3af7","libgnomemm PKGBUILD","False","None","f",1,1,1,0,27,0,0,1,0,0,1673,0,896,0,"abs",2,0.820832239678,"ham","False","True"
"315",324,"55885f206347a87aee41acc9aefb353320b35f91","Merge branch '1.5.x' of https://github.com/freeplane/freeplane into 1.5.x","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"freeplane",13,0.744209445561,"ham","False","False"
"316",325,"bada4cee4bc5678312fd683968b3b72e6fdb8eb0","setAvailableQuantity() updated bug 1286git-svn-id: https://ncisvn.nci.nih.gov/svn/catissue/catissuecore/trunk@3052 94ead1c0-334a-aa48-b40b-39886bdb36d6n","True","Corrective","f",1,1,1,0,5,1,807,10,2.05141203703704,30,1354,1.48746911003035,875,0,"caTissue",21,0.679030576176,"ham","False","False"
"317",326,"bc5f009d75171f1f946b237e428382476946fc18","Readded nullcheck to AnimatedSprite2D::OnFlipChanged().","False","Feature Addition","f",1,1,1,0,2,1,484,22,29.1381365740741,13,34928,1.03431928453825,6899,0,"Urho3D",4,0.74223369892,"ham","False","False"
"318",327,"1315b8ebefa2927686d4d7f390982045f1e89f2b","AMBARI-13850. Fixed ECS client component dependency (Vijay Srinivasaraghavan via smohanty)","True","Corrective","f",1,2,2,0.650022421648354,2,4,60.5,59,23.2672974537037,4,3051.5,1.0237483097984,2308,0.01,"ambari",10,0.757156136845,"ham","False","False"
"319",328,"bf9ea2a9f3fdde3d2fc837f2c986f2ddbb88ee3b","- disabled ruby-scalaris for CentOS <= 6 (no rubygems there)git-svn-id: https://scalaris.googlecode.com/svn/trunk@2923 71766da9-9752-0410-ab17-bfafa751c56an","False","None","f",1,1,1,0,25,6,261,8,2.06472222222222,18,7419,1.48432665141935,2177,0,"scalaris",21,0.708871551194,"ham","False","False"
"320",329,"6a9865cd677ab81e59c9af743543a50eb349f400","Changing default prefix behavior to be a little smarter.","True","Corrective","f",1,1,1,0,3,1,878,7,0.0911226851851852,62,109,11.9742156738219,84,0,"Essentials",6,0.56798161539,"ham","False","False"
"321",330,"8f5bef2c4a3a2556709c961223389296e538fd74","Micro-optimization: If size==0 then position<0||position>=size must be true.","False","None","f",1,1,1,0,1,1,82,6,5.65350694444444,11,380,1.17688136051246,282,0,"visage-compiler",10,0.667803203618,"ham","False","False"
